510
3601
Starting BagTest Fixture!

********************************************************
maxOpenPos: -64
closePos: 536
********************************************************
22481,167,-676,0.00,-305,22.63,1,100,498
22487,0,-524,100.00,-301,22.63,1,100,452
22491,0,-607,100.00,-296,22.63,1,100,421
22495,0,-524,100.00,-292,22.63,1,100,480
22499,167,-455,100.00,-287,22.63,1,102,511
22504,292,-676,100.00,-282,22.63,1,102,548
22508,192,-455,100.00,-278,22.63,1,102,557
22512,0,-524,100.00,-273,22.63,1,104,502
22516,0,-455,100.00,-269,22.63,1,104,472
22521,0,-676,100.00,-264,22.63,1,104,430
22525,142,-607,100.00,-259,22.63,1,106,495
22530,0,-524,100.00,-254,22.63,1,106,541
22535,0,-676,100.00,-250,22.63,1,106,560
22539,0,-524,100.00,-245,22.63,1,108,479
22543,0,-607,100.00,-240,22.63,1,108,430
22548,0,-607,100.00,-235,22.63,1,108,473
22552,0,-607,100.00,-230,22.63,1,110,522
22556,0,-524,100.00,-225,22.63,1,110,546
22561,0,-607,100.00,-220,22.63,1,110,528
22565,154,-524,100.00,-215,22.63,1,112,462
22569,0,-676,100.00,-210,22.63,1,112,447
22575,0,-607,100.00,-205,22.63,1,112,459
22579,0,-524,100.00,-200,22.63,1,114,513
22583,0,-607,100.00,-195,22.63,1,114,546
22588,154,-676,100.00,-189,22.63,1,114,498
22592,0,-455,100.00,-184,22.63,1,116,445
22596,0,-607,100.00,-179,22.63,1,116,432
22601,0,-607,100.00,-173,22.62,1,116,513
22605,0,-455,100.00,-168,22.62,1,118,549
22609,0,-455,100.00,-162,22.62,1,118,547
22615,0,-524,100.00,-157,22.62,1,118,482
22619,0,-524,100.00,-152,22.62,1,120,460
22623,0,-607,100.00,-146,22.62,1,120,438
22627,0,-524,100.00,-141,22.62,1,120,467
22632,142,-607,100.00,-136,22.62,1,122,532
22636,204,-524,100.00,-130,22.62,1,122,553
22641,0,-607,100.00,-124,22.62,1,122,479
22645,0,-524,100.00,-118,22.62,1,124,443
22649,0,-524,100.00,-113,22.62,1,124,470
22654,0,-607,100.00,-107,22.62,1,124,527
22659,0,-524,100.00,-101,22.62,1,126,559
22663,0,-607,100.00,-95,22.62,1,126,516
22668,0,-676,100.00,-90,22.62,1,126,469
22672,0,-607,100.00,-84,22.62,1,128,455
22676,1064,-524,100.00,-78,22.62,1,128,427
22680,2020,-524,100.00,-72,22.62,1,128,512
22685,2746,-524,100.00,-66,22.62,1,130,550
22689,2972,-455,100.00,-60,22.62,1,130,497
22694,2856,-455,100.00,-54,22.62,1,130,448
22699,3517,-386,100.00,-48,22.62,1,132,492
22704,4154,-455,100.00,-42,22.62,1,132,550
22708,6527,-234,100.00,-35,22.62,1,132,510
22713,6876,-303,100.00,-29,22.62,1,134,452
22717,7533,-82,100.00,-23,22.62,1,134,453
22721,8235,220,100.00,-17,22.62,1,134,530
22726,9061,358,100.00,-10,22.62,1,136,551
22730,9031,427,100.00,-5,22.62,1,136,525
22734,10023,662,100.00,2,22.62,1,136,464
22739,11062,883,100.00,8,22.62,1,138,433
22744,12099,1104,100.00,14,22.62,1,138,529
22749,13125,1338,100.00,20,22.62,1,138,523
22753,14471,1490,100.00,26,22.62,1,140,448
22758,15405,1642,100.00,33,22.62,1,140,476
22762,16709,2166,100.00,39,22.62,1,140,552
22767,17760,2456,100.00,46,22.62,1,142,472
22772,18970,2911,100.00,52,22.62,1,142,427
22776,20394,3146,100.00,58,22.62,1,142,500
22780,21102,3284,100.00,64,22.62,1,144,545
22786,22362,3670,100.00,70,22.62,1,144,476
22790,23352,4112,100.00,76,22.62,1,144,422
22795,24256,4636,100.00,82,22.63,1,146,499
22799,25143,4871,100.00,88,22.63,1,146,532
22804,26165,5244,100.00,95,22.63,1,146,448
22809,26754,5547,100.00,101,22.63,1,148,446
22813,28125,6141,100.00,107,22.63,1,148,545
22818,29442,6748,100.00,113,22.63,1,148,460
22822,30149,7120,100.00,119,22.63,1,150,418
22828,29691,7272,100.00,125,22.63,1,150,513
22832,30995,7645,100.00,131,22.63,1,150,526
22837,32116,8183,100.00,137,22.63,1,152,451
22841,32192,8776,100.00,143,22.63,1,152,403
22846,32682,9232,100.00,149,22.63,1,152,528
22851,33163,9687,100.00,155,22.63,1,154,461
22855,33224,9977,100.00,161,22.63,1,154,411
22860,35064,10736,100.00,166,22.63,1,154,505
22864,36239,11109,100.00,172,22.63,1,156,470
22870,36885,11633,100.00,178,22.63,1,156,422
22875,37237,12157,100.00,184,22.63,1,158,507
22879,38329,12916,100.00,190,22.63,1,158,463
22884,39026,13510,100.00,196,22.63,1,158,421
22888,39135,13896,100.00,201,22.63,1,160,445
22893,40043,14641,100.00,207,22.63,1,160,529
22898,41960,15166,100.00,213,22.63,1,160,427
22902,42825,15994,100.00,218,22.63,1,162,417
22907,43407,16670,100.00,224,22.63,1,162,535
22912,44315,17194,100.00,230,22.63,1,162,424
22917,44253,17650,100.00,235,22.63,1,164,391
22922,45863,18409,100.00,241,22.63,1,164,523
22926,46569,19306,100.00,246,22.63,1,164,436
22931,47487,19678,100.00,251,22.63,1,166,399
22936,48259,20134,100.00,257,22.63,1,166,492
22940,48296,20727,100.00,262,22.63,1,166,468
22945,49146,21486,100.00,267,22.63,1,168,398
22949,48716,22466,100.00,272,22.63,1,168,450
22955,50428,22908,100.00,278,22.63,1,168,464
22960,48955,23294,100.00,283,22.63,1,170,405
22964,49198,23970,100.00,288,22.63,1,170,452
22969,51227,24950,100.00,293,22.63,1,170,470
22973,51467,25392,100.00,298,22.63,1,172,405
22978,51639,25999,100.00,303,22.63,1,172,428
22983,53659,26675,100.00,308,22.63,1,172,470
22987,52252,27420,100.00,313,22.62,1,174,418
22992,52833,27807,100.00,318,22.62,1,174,385
22996,54817,28400,100.00,323,22.62,1,174,484
23002,52512,29007,100.00,328,22.62,1,176,423
23007,53603,29532,100.00,333,22.62,1,176,391
23011,53772,30125,100.00,338,22.62,1,176,474
23016,54705,30801,100.00,342,22.62,1,178,425
23020,55143,31408,100.00,347,22.62,1,178,386
23025,55996,32167,100.00,352,22.62,1,178,453
23030,56390,32913,100.00,357,22.62,1,180,419
23034,56072,33520,100.00,361,22.62,1,180,388
23040,56599,33892,100.00,365,22.62,1,180,407
23044,57464,34196,100.00,370,22.62,1,182,479
23049,57817,34789,100.00,374,22.62,1,182,388
23054,57615,35617,100.00,378,22.62,1,182,372
23058,59108,35397,100.00,382,22.62,1,184,472
23063,59205,36142,100.00,387,22.62,1,184,404
23067,59138,36818,100.00,391,22.62,1,184,370
23072,58225,37273,100.00,395,22.62,1,186,468
23077,59570,37950,100.00,399,22.62,1,186,408
23081,60892,38170,100.00,404,22.62,1,186,369
23087,60394,38847,100.00,408,22.62,1,188,450
23092,60711,39454,100.00,412,22.62,1,188,416
23096,61990,39978,100.00,416,22.62,1,188,363
23101,62019,40806,100.00,420,22.62,1,190,376
23105,62360,41262,100.00,424,22.62,1,190,428
23110,60711,41786,100.00,427,22.62,1,190,380
23114,60727,42159,100.00,431,22.62,1,192,352
23119,60982,42766,100.00,435,22.62,1,192,430
23124,63212,42918,100.00,439,22.62,1,192,377
23129,62895,43359,100.00,442,22.62,1,194,355
23134,60330,43511,100.00,446,22.62,1,194,438
23139,62294,43884,100.00,450,22.62,1,194,378
23143,61990,44574,100.00,454,22.62,1,196,358
23148,63924,45167,100.00,457,22.62,1,196,416
23152,62500,45774,100.00,461,22.62,1,196,391
23157,63014,46299,100.00,464,22.62,1,198,358
23161,63744,46671,100.00,468,22.62,1,198,388
23166,61905,46975,100.00,471,22.62,1,198,401
23172,62700,46975,100.00,474,22.62,1,200,349
23176,63403,47196,100.00,478,22.62,1,200,345
23181,65001,47720,100.00,481,22.63,1,200,399
23186,64414,48106,100.00,484,22.63,1,200,357
23190,62164,48396,100.00,487,22.63,1,200,321
23195,64791,48024,100.00,490,22.63,1,200,432
23199,62783,48548,100.00,493,22.63,1,200,377
23204,62500,48631,100.00,496,22.63,1,200,348
23208,62783,48479,100.00,499,22.63,1,200,406
23214,63994,48479,100.00,502,22.63,1,200,384
23219,64041,48631,100.00,505,22.63,1,200,339
23223,64151,48852,100.00,508,22.63,1,200,371
23228,61318,49155,100.00,511,22.63,1,200,385
23232,63713,49307,100.00,514,22.63,1,200,330
23237,64222,49611,100.00,517,22.63,1,200,344
23242,62127,49749,100.00,520,22.63,1,200,381
23246,62331,49983,100.00,523,22.63,1,200,348
23251,62265,49900,100.00,526,22.63,1,200,321
23256,63212,49983,100.00,528,22.63,1,200,402
23261,61403,50052,100.00,531,22.63,1,200,360
23265,63667,50052,100.00,534,22.63,1,200,324
23270,63045,50052,100.00,536,22.63,1,200,381
23275,62984,50135,100.00,539,22.63,1,200,369
23279,63022,50287,100.00,541,22.63,1,200,340
23284,61335,50287,100.00,544,22.63,1,200,365
23289,60653,50356,100.00,546,22.63,1,200,384
23293,61386,50508,100.00,548,22.63,0,196,704
23299,59198,50425,100.00,547,22.63,0,196,672
23303,61166,50356,100.00,543,22.63,0,196,541
23308,61242,50356,100.00,537,22.63,0,192,571
23312,56370,46823,100.00,530,22.63,0,192,597
23317,49765,40889,100.00,522,22.63,0,192,484
23322,44553,33741,100.00,513,22.63,0,188,538
23326,28094,28773,100.00,504,22.63,0,188,570
23331,26067,28027,100.00,494,22.63,0,188,458
23336,-16368,24798,100.00,484,22.63,0,184,537
23341,-13221,19830,100.00,474,22.63,0,184,554
23346,-24822,7203,100.00,465,22.63,0,184,455
23351,-33745,13358,100.00,454,22.63,0,180,516
23355,-8161,20051,100.00,445,22.63,0,180,554
23360,-13351,18781,100.00,435,22.63,0,180,485
